--- Atoms: 
T('4139', '1206') Truth=[0.59]
T('3404', '2147') Truth=[0.17]
T('3563', '1521') Truth=[0.67]
T('4342', '1021') Truth=[0.51]
T('2727', '3681') Truth=[0.67]
T('2727', '3680') Truth=[0.67]
T('4356', '1784') Truth=[0.67]
T('3111', '2073') Truth=[0.15]
T('1367', '2652') Truth=[0]
T('1069', '2688') Truth=[0.52]
T('2509', '185') Truth=[0]
T('3741', '70') Truth=[0.67]
T('1702', '3506') Truth=[0.41]
T('2509', '189') Truth=[0]
T('761', '1963') Truth=[0.67]
T('2025', '4467') Truth=[0.59]
T('2509', '187') Truth=[0]
T('3817', '1250') Truth=[0.57]
T('259', '2221') Truth=[0.59]
T('3252', '846') Truth=[0]
T('1759', '2460') Truth=[0.47]
T('2809', '124') Truth=[0]
T('3540', '977') Truth=[0.44]
T('3064', '3065') Truth=[0.67]
T('3064', '3067') Truth=[0.67]
T('2753', '2899') Truth=[0.56]
T('2692', '4447') Truth=[0.34]
T('327', '1877') Truth=[0]
T('1547', '187') Truth=[0]
T('1791', '1545') Truth=[0.14]
T('1547', '185') Truth=[0]
T('69', '2114') Truth=[0.09]
T('3200', '1410') Truth=[0.22]
T('765', '1923') Truth=[0.47]
T('1547', '189') Truth=[0]
T('4175', '1250') Truth=[0.5]
T('718', '3423') Truth=[0.59]
T('2776', '477') Truth=[0.22]
T('3741', '87') Truth=[0]
T('3805', '4472') Truth=[0.44]
T('3805', '4471') Truth=[0.31]
T('3741', '89') Truth=[0]
T('4332', '4205') Truth=[0.32]
T('3251', '868') Truth=[0.3]
T('1783', '1676') Truth=[0.59]
T('87', '2788') Truth=[0.22]
T('2624', '2674') Truth=[0.51]
T('570', '3311') Truth=[0.55]
T('4068', '1648') Truth=[0]
T('68', '2114') Truth=[0.07]
T('1006', '3867') Truth=[0.3]
T('2727', '3663') Truth=[0.67]
T('2727', '3662') Truth=[0.67]
T('2727', '3667') Truth=[0.67]
T('742', '1325') Truth=[0.52]
T('3912', '4052') Truth=[0]
T('3912', '4051') Truth=[0.67]
T('4068', '1639') Truth=[0]
T('86', '2788') Truth=[0]
T('4836', '3189') Truth=[0.67]
T('1491', '726') Truth=[0]
T('1908', '4245') Truth=[0.67]
T('2807', '4086') Truth=[0.3]
T('223', '3936') Truth=[0.24]
T('2692', '4421') Truth=[0.21]
T('2727', '3677') Truth=[0.67]
T('3645', '623') Truth=[0.33]
T('4259', '4258') Truth=[0.67]
T('1121', '4651') Truth=[0.67]
T('1121', '4653') Truth=[0.67]
T('4865', '4990') Truth=[0.52]
T('2727', '3670') Truth=[0.67]
T('145', '2673') Truth=[0]
T('4066', '2973') Truth=[0.67]
T('87', '1434') Truth=[0.09]
T('1368', '1321') Truth=[0]
T('2679', '3332') Truth=[0.67]
T('2223', '1628') Truth=[0.59]
T('2781', '350') Truth=[0.54]
T('1446', '3048') Truth=[0.34]
T('4865', '2') Truth=[0.51]
T('2633', '3808') Truth=[0]
T('3927', '3442') Truth=[0.36]
T('3805', '4421') Truth=[0.44]
T('2931', '398') Truth=[0]
T('2679', '3306') Truth=[0.59]
T('1587', '1380') Truth=[0.08]
T('322', '4941') Truth=[0.13]
T('1197', '1551') Truth=[0.36]
T('1296', '1297') Truth=[0.67]
T('1586', '4424') Truth=[0.51]
T('1019', '1906') Truth=[0.41]
T('3218', '3027') Truth=[0.67]
T('2456', '1545') Truth=[0.31]
T('1976', '4257') Truth=[0.53]
T('2776', '440') Truth=[0.22]
T('4149', '3338') Truth=[0.67]
T('4231', '1410') Truth=[0.19]
T('87', '4520') Truth=[0.09]
T('1918', '2314') Truth=[0.59]
T('103', '1855') Truth=[0.56]
T('726', '2882') Truth=[0]
T('2807', '100') Truth=[0.5]
T('1783', '1674') Truth=[0.67]
T('4399', '1250') Truth=[0.32]
T('89', '2788') Truth=[0]
T('4948', '4018') Truth=[0]
T('2143', '2135') Truth=[0.67]
T('86', '4520') Truth=[0]
T('3888', '3894') Truth=[0.67]
T('74', '3377') Truth=[0]
T('3927', '3423') Truth=[0.29]
T('2776', '471') Truth=[0.22]
T('2744', '1648') Truth=[0.57]
T('3888', '3892') Truth=[0]
T('17', '1430') Truth=[0.05]
T('3581', '464') Truth=[0]
T('1497', '2842') Truth=[0.36]
T('3865', '682') Truth=[0.26]
T('1497', '2843') Truth=[0.48]
T('1847', '4055') Truth=[0.67]
T('3587', '4340') Truth=[0.48]
T('756', '53') Truth=[0.67]
T('3582', '464') Truth=[0]
T('2776', '457') Truth=[0.22]
T('2578', '1877') Truth=[0]
T('559', '3506') Truth=[0.25]
T('1678', '2517') Truth=[0.67]
T('62', '3450') Truth=[0.54]
T('1140', '1386') Truth=[0]
T('1547', '2304') Truth=[0.38]
T('1428', '1551') Truth=[0.24]
T('4506', '2282') Truth=[0.24]
T('1547', '4960') Truth=[0.39]
T('4640', '2399') Truth=[0.67]
T('4865', '4130') Truth=[0.53]
T('3733', '1341') Truth=[0.45]
T('1370', '4347') Truth=[0]
T('648', '3349') Truth=[0.67]
T('187', '3481') Truth=[0]
T('2932', '3891') Truth=[0.17]
T('3585', '3902') Truth=[0.54]
T('1791', '742') Truth=[0.52]
T('2633', '2572') Truth=[0.29]
T('3757', '243') Truth=[0.43]
T('1954', '4546') Truth=[0.27]
T('3681', '3680') Truth=[0.67]
T('2679', '2071') Truth=[0.47]
T('4483', '2454') Truth=[0.67]
T('74', '2882') Truth=[0]
T('1822', '4350') Truth=[0.54]
T('625', '4079') Truth=[0.16]
T('1368', '3114') Truth=[0.67]
T('111', '2162') Truth=[0.67]
T('306', '3864') Truth=[0]
T('1394', '0') Truth=[0.67]
T('2326', '3123') Truth=[0.59]
T('3681', '3677') Truth=[0.67]
T('3681', '3670') Truth=[0.67]
T('2660', '1769') Truth=[0]
T('3888', '456') Truth=[0]
T('223', '425') Truth=[0]
T('3511', '3902') Truth=[0.45]
T('1937', '3481') Truth=[0]
T('1414', '868') Truth=[0.2]
T('2509', '2304') Truth=[0.52]
T('1024', '3633') Truth=[0.39]
T('2509', '4960') Truth=[0.56]
T('1678', '2519') Truth=[0.67]
T('3307', '3754') Truth=[0.67]
T('1188', '3481') Truth=[0]
T('4380', '2740') Truth=[0.47]
T('1696', '4086') Truth=[0.33]
T('3680', '3670') Truth=[0.67]
T('2807', '1869') Truth=[0.63]
T('2692', '4471') Truth=[0.17]
T('2807', '1866') Truth=[0.8]
T('491', '781') Truth=[0]
T('2692', '4472') Truth=[0.23]
T('3078', '4211') Truth=[0.67]
T('86', '1434') Truth=[0]
T('1281', '2712') Truth=[0.55]
T('16', '2719') Truth=[0.67]
T('4032', '360') Truth=[0.3]
T('3680', '3667') Truth=[0.67]
T('4253', '3816') Truth=[0.67]
T('4288', '3488') Truth=[0.67]
T('4043', '203') Truth=[0]
T('2633', '2564') Truth=[0.29]
T('3680', '3681') Truth=[0.67]
T('1019', '1984') Truth=[0.46]
T('565', '2919') Truth=[0]
T('3246', '2282') Truth=[0.52]
T('3681', '3667') Truth=[0.67]
T('602', '3802') Truth=[0]
T('3681', '3663') Truth=[0.67]
T('4380', '2736') Truth=[0.59]
T('1802', '4595') Truth=[0.42]
T('1802', '3264') Truth=[0.42]
T('559', '1700') Truth=[0.37]
T('2643', '2408') Truth=[0.16]
T('559', '1703') Truth=[0.37]
T('3680', '3677') Truth=[0.67]
T('559', '1704') Truth=[0.37]
T('3681', '3662') Truth=[0.67]
T('2637', '3817') Truth=[0.34]
T('1411', '868') Truth=[0.44]
T('4660', '2986') Truth=[0]
T('1491', '3377') Truth=[0]
T('3064', '3070') Truth=[0.59]
T('2898', '2904') Truth=[0.53]
T('2898', '2906') Truth=[0.53]
T('4527', '2856') Truth=[0.67]
T('3513', '3071') Truth=[0.59]
T('4229', '1554') Truth=[0.58]
T('1587', '3189') Truth=[0.16]
T('1817', '4400') Truth=[0.67]
T('3680', '3662') Truth=[0.67]
T('3680', '3663') Truth=[0.67]
T('1424', '1575') Truth=[0.67]
T('4024', '495') Truth=[0]
T('4332', '1192') Truth=[0.13]
T('3078', '4208') Truth=[0.67]
T('1797', '1538') Truth=[0.44]
T('189', '3481') Truth=[0]
T('1797', '1531') Truth=[0.38]
T('2446', '868') Truth=[0.47]
T('2599', '2959') Truth=[0.31]
T('1587', '573') Truth=[0.67]
T('2629', '2630') Truth=[0.59]
T('3741', '3805') Truth=[0.4]
T('2755', '2899') Truth=[0.31]
T('2629', '2634') Truth=[0.67]
T('3395', '3390') Truth=[0.67]
T('3395', '3391') Truth=[0.67]
T('3917', '1668') Truth=[0.47]
T('1547', '3481') Truth=[0.5]
T('756', '1265') Truth=[0.67]
T('510', '4581') Truth=[0.59]
T('2508', '875') Truth=[0.59]
T('2692', '69') Truth=[0]
T('3395', '3389') Truth=[0.67]
T('4024', '3741') Truth=[0]
T('2726', '1724') Truth=[0.67]
T('3645', '3936') Truth=[0.24]
T('306', '495') Truth=[0.33]
T('3402', '1521') Truth=[0.67]
T('559', '4054') Truth=[0.37]
T('4922', '243') Truth=[0.35]
T('3395', '3397') Truth=[0.67]
T('3410', '2714') Truth=[0.67]
T('2668', '1540') Truth=[0.59]
T('3718', '503') Truth=[0.67]
T('3540', '2908') Truth=[0.67]
T('2919', '4309') Truth=[0.59]
T('4139', '1540') Truth=[0.47]
T('4299', '565') Truth=[0.59]
T('2892', '4559') Truth=[0]
T('547', '260') Truth=[0]
T('2692', '89') Truth=[0]
T('4950', '4673') Truth=[0.52]
T('1368', '350') Truth=[0.26]
T('2692', '87') Truth=[0]
T('1289', '2529') Truth=[0.67]
T('3217', '2408') Truth=[0.53]
T('1281', '1282') Truth=[0.67]
T('1367', '4290') Truth=[0.33]
T('4489', '3548') Truth=[0.67]
T('3111', '1410') Truth=[0.1]
T('1024', '3488') Truth=[0.67]
T('3719', '503') Truth=[0.67]
T('1908', '1884') Truth=[0.44]
T('4073', '541') Truth=[0.56]
T('1872', '1310') Truth=[0]
T('2781', '2345') Truth=[0.54]
T('4151', '1310') Truth=[0.59]
T('4940', '868') Truth=[0.33]
T('4175', '221') Truth=[0.43]
T('3559', '1499') Truth=[0]
T('3817', '221') Truth=[0.49]
T('3865', '1327') Truth=[0.33]
T('556', '178') Truth=[0.52]
T('3743', '3632') Truth=[0.67]
T('2292', '692') Truth=[0.67]
T('4971', '3953') Truth=[0.67]
T('454', '452') Truth=[0.59]
T('2346', '3591') Truth=[0.67]
T('568', '3499') Truth=[0.67]
T('825', '3908') Truth=[0.38]
T('631', '2250') Truth=[0]
T('3817', '4175') Truth=[0.22]
T('1796', '2690') Truth=[0.59]
T('1956', '1250') Truth=[0.67]
T('2736', '790') Truth=[0.42]
T('559', '114') Truth=[0.37]
T('1557', '3304') Truth=[0.31]
T('559', '118') Truth=[0.37]
T('1100', '1645') Truth=[0.14]
T('1100', '1643') Truth=[0.12]
T('1100', '1644') Truth=[0.38]
T('2637', '4988') Truth=[0.34]
T('491', '1680') Truth=[0]
T('4231', '4361') Truth=[0.67]
T('1908', '1853') Truth=[0.49]
T('1000', '1906') Truth=[0.56]
T('2932', '4990') Truth=[0.19]
T('2591', '664') Truth=[0.3]
T('2591', '661') Truth=[0.35]
T('3851', '4551') Truth=[0]
T('839', '4297') Truth=[0.58]
T('1019', '3545') Truth=[0.29]
T('780', '3507') Truth=[0.67]
T('3864', '1327') Truth=[0.33]
T('625', '2387') Truth=[0.41]
T('1126', '4477') Truth=[0.67]
T('2591', '660') Truth=[0.3]
T('4641', '3496') Truth=[0]
T('3741', '3646') Truth=[0.14]
T('2805', '4756') Truth=[0.67]
T('2176', '57') Truth=[0.67]
T('102', '3626') Truth=[0.56]
T('1618', '3557') Truth=[0.45]
T('2179', '368') Truth=[0.67]
T('223', '2654') Truth=[0.67]
T('2637', '221') Truth=[0.49]
T('1188', '1547') Truth=[0]
T('2273', '3530') Truth=[0.41]
T('1908', '4988') Truth=[0.29]
T('3645', '2671') Truth=[0]
T('3111', '3200') Truth=[0.3]
T('4460', '1226') Truth=[0.2]
T('2762', '494') Truth=[0.45]
T('3422', '3930') Truth=[0.44]
T('1796', '595') Truth=[0.47]
T('2011', '519') Truth=[0]
T('1037', '754') Truth=[0]
T('989', '3751') Truth=[0.27]
T('4865', '4827') Truth=[0.67]
T('4865', '4828') Truth=[0.67]
T('4236', '494') Truth=[0.58]
T('4865', '4812') Truth=[0.67]
T('1281', '3048') Truth=[0.29]
T('2692', '1215') Truth=[0.29]
T('4231', '3915') Truth=[0.67]
T('2692', '3875') Truth=[0]
T('733', '4578') Truth=[0.49]
T('4332', '3633') Truth=[0.16]
T('4504', '1645') Truth=[0.18]
T('4956', '4694') Truth=[0.67]
T('38', '3813') Truth=[0.59]
T('4504', '1644') Truth=[0.43]
T('726', '3377') Truth=[0]
T('4865', '4816') Truth=[0.67]
T('4504', '1643') Truth=[0.17]
T('3769', '4705') Truth=[0]
T('450', '4352') Truth=[0.54]
T('4865', '4801') Truth=[0.67]
T('223', '2633') Truth=[0.52]
T('3767', '4705') Truth=[0.27]
T('3540', '2986') Truth=[0.38]
T('1673', '270') Truth=[0.59]
T('2758', '3183') Truth=[0.67]
T('3752', '988') Truth=[0.67]
T('3645', '2654') Truth=[0.67]
T('565', '2170') Truth=[0]
T('2789', '2328') Truth=[0.47]
T('17', '4505') Truth=[0.1]
T('3422', '3915') Truth=[0.44]
T('4865', '4808') Truth=[0.67]
T('1964', '350') Truth=[0.67]
T('467', '3751') Truth=[0.43]
T('289', '1436') Truth=[0.67]
T('2633', '280') Truth=[0]
T('3768', '4705') Truth=[0.29]
T('3741', '200') Truth=[0.67]
T('2422', '3589') Truth=[0.67]
T('2671', '623') Truth=[0.33]
T('4836', '4305') Truth=[0.67]
T('3246', '1643') Truth=[0.1]
T('89', '4520') Truth=[0]
T('3246', '1645') Truth=[0.11]
T('2777', '1187') Truth=[0.23]
T('3043', '3166') Truth=[0.53]
T('3246', '1644') Truth=[0.3]
T('802', '1586') Truth=[0.35]
T('1587', '3891') Truth=[0.13]
T('985', '3751') Truth=[0.27]
T('4497', '3488') Truth=[0.48]
T('2781', '2396') Truth=[0.54]
T('1281', '3019') Truth=[0.38]
T('2282', '1645') Truth=[0.25]
T('3645', '2633') Truth=[0.52]
T('2417', '3653') Truth=[0.58]
T('4088', '1297') Truth=[0.67]
T('832', '51') Truth=[0.42]
T('3927', '2871') Truth=[0.18]
T('145', '4457') Truth=[0.67]
T('760', '3717') Truth=[0]
T('180', '2247') Truth=[0.67]
T('384', '383') Truth=[0.67]
T('2932', '4130') Truth=[0.2]
T('2629', '4273') Truth=[0.47]
T('831', '51') Truth=[0.42]
T('1884', '3817') Truth=[0.44]
T('3766', '4705') Truth=[0.34]
T('2633', '223') Truth=[0]
T('1984', '3545') Truth=[0.52]
T('1797', '4467') Truth=[0.52]
T('4229', '587') Truth=[0.58]
T('2406', '1187') Truth=[0.32]
T('1428', '523') Truth=[0.43]
T('3883', '3751') Truth=[0.5]
T('1484', '1517') Truth=[0.45]
T('1484', '1519') Truth=[0.45]
T('603', '425') Truth=[0]
T('223', '2671') Truth=[0]
T('4032', '4968') Truth=[0.37]
T('172', '4990') Truth=[0.39]
T('3684', '2196') Truth=[0]
T('625', '4950') Truth=[0.24]
T('1395', '2182') Truth=[0.42]
T('4164', '3817') Truth=[0.25]
T('4956', '705') Truth=[0.67]
T('3740', '4110') Truth=[0.67]
T('180', '4869') Truth=[0.67]
T('2664', '713') Truth=[0.67]
T('2180', '1936') Truth=[0]
T('4999', '235') Truth=[0.67]
T('2916', '464') Truth=[0]
T('2282', '1643') Truth=[0.21]
T('4836', '3891') Truth=[0.41]
T('1614', '3569') Truth=[0.67]
T('4332', '1064') Truth=[0.13]
T('4231', '1349') Truth=[0.67]
T('2758', '2703') Truth=[0.67]
T('2754', '2752') Truth=[0.67]
T('4332', '1065') Truth=[0.13]
T('1491', '4520') Truth=[0]
T('4231', '1343') Truth=[0.67]
T('4332', '1060') Truth=[0.13]
T('2840', '448') Truth=[0]
T('291', '1436') Truth=[0.67]
T('2007', '682') Truth=[0.53]
T('2390', '440') Truth=[0.24]
T('4279', '2156') Truth=[0.67]
T('3121', '4456') Truth=[0.51]
T('668', '4547') Truth=[0.67]
T('322', '2442') Truth=[0.47]
T('559', '3633') Truth=[0.13]
T('1970', '1973') Truth=[0.67]
T('1949', '2712') Truth=[0.48]
T('4231', '3992') Truth=[0.67]
T('4865', '4892') Truth=[0.56]
T('4865', '4893') Truth=[0.67]
T('4350', '3423') Truth=[0.47]
T('4388', '4389') Truth=[0]
T('89', '2882') Truth=[0]
T('4332', '1058') Truth=[0.13]
T('4231', '2655') Truth=[0.67]
T('1643', '620') Truth=[0.18]
T('3422', '1343') Truth=[0.44]
T('4865', '4887') Truth=[0.67]
T('527', '530') Truth=[0.58]
T('4865', '4886') Truth=[0.67]
T('4865', '4884') Truth=[0.67]
T('4865', '4882') Truth=[0.67]
T('2390', '471') Truth=[0.24]
T('2972', '655') Truth=[0.59]
T('4865', '4880') Truth=[0.67]
T('2154', '636') Truth=[0.47]
T('4279', '3461') Truth=[0.45]
T('780', '4075') Truth=[0]
T('3422', '1350') Truth=[0.44]
T('4231', '1313') Truth=[0.67]
T('4865', '4878') Truth=[0.67]
T('780', '4078') Truth=[0]
T('4550', '261') Truth=[0.52]
T('4865', '3543') Truth=[0.21]
T('4865', '4875') Truth=[0.67]
T('2979', '2782') Truth=[0.67]
T('4865', '4872') Truth=[0.67]
T('4865', '4873') Truth=[0.67]
T('4865', '4871') Truth=[0.67]
T('74', '2114') Truth=[0]
T('2443', '4673') Truth=[0.21]
T('249', '2476') Truth=[0]
T('2390', '457') Truth=[0.24]
T('249', '1143') Truth=[0]
T('87', '2882') Truth=[0.09]
T('2744', '1579') Truth=[0.49]
T('3422', '1349') Truth=[0.44]
T('4865', '3539') Truth=[0.56]
T('4865', '4867') Truth=[0.67]
T('4865', '4868') Truth=[0.67]
T('2138', '2135') Truth=[0.67]
T('4865', '4866') Truth=[0.67]
T('2385', '4456') Truth=[0.59]
T('4865', '4861') Truth=[0.67]
T('1643', '4506') Truth=[0.17]
T('3927', '718') Truth=[0.23]
T('1902', '4136') Truth=[0.5]
T('3935', '4518') Truth=[0.67]
T('1389', '4055') Truth=[0.57]
T('3422', '1313') Truth=[0.44]
T('1475', '3419') Truth=[0]
T('1197', '1428') Truth=[0.47]
T('4865', '4856') Truth=[0.67]
T('4865', '4854') Truth=[0.67]
T('185', '187') Truth=[0]
T('3422', '3992') Truth=[0.44]
T('4865', '4853') Truth=[0.67]
T('1289', '1292') Truth=[0.67]
T('4044', '2212') Truth=[0.58]
T('4149', '4546') Truth=[0.3]
T('3609', '4052') Truth=[0]
T('4360', '1525') Truth=[0]
T('2139', '2135') Truth=[0.67]
T('3422', '2655') Truth=[0.44]
T('4836', '4361') Truth=[0.67]
T('1491', '1434') Truth=[0]
T('534', '4352') Truth=[0.35]
T('4865', '4847') Truth=[0.67]
T('1645', '4504') Truth=[0.19]
T('637', '143') Truth=[0.52]
T('3467', '3471') Truth=[0]
T('4976', '1374') Truth=[0.35]
T('3467', '3470') Truth=[0.67]
T('1645', '4506') Truth=[0.48]
T('3741', '230') Truth=[0.4]
T('4506', '1644') Truth=[0.67]
T('4702', '232') Truth=[0]
T('1945', '2748') Truth=[0.67]
T('735', '1531') Truth=[0.51]
T('116', '4046') Truth=[0]
T('735', '1538') Truth=[0.58]
T('1937', '1547') Truth=[0]
T('4865', '4835') Truth=[0.67]
T('1197', '2777') Truth=[0.59]
T('4865', '4833') Truth=[0.67]
T('4865', '4831') Truth=[0.67]
T('183', '185') Truth=[0]
T('183', '187') Truth=[0]
T('1644', '4504') Truth=[0.24]
T('4231', '3930') Truth=[0.67]
T('183', '189') Truth=[0]
T('3047', '3166') Truth=[0.58]
T('1019', '147') Truth=[0.41]
T('1587', '4305') Truth=[0.16]
T('1019', '145') Truth=[0.41]
T('1884', '1250') Truth=[0.67]
T('1491', '2788') Truth=[0]
T('2803', '4869') Truth=[0.58]
T('1446', '3802') Truth=[0]
T('1862', '2839') Truth=[0.67]
T('4836', '3915') Truth=[0.67]
T('485', '977') Truth=[0.43]
T('3817', '4245') Truth=[0.22]
T('4024', '70') Truth=[0]
T('3677', '3667') Truth=[0.67]
T('2609', '630') Truth=[0]
T('631', '116') Truth=[0.36]
T('3677', '3662') Truth=[0.67]
T('1492', '3254') Truth=[0.67]
T('3677', '3663') Truth=[0.67]
T('1368', '1273') Truth=[0.26]
T('3805', '495') Truth=[0.5]
T('2740', '790') Truth=[0.57]
T('2740', '788') Truth=[0.57]
T('145', '1407') Truth=[0.57]
T('4001', '4505') Truth=[0.44]
T('2491', '4956') Truth=[0]
T('1544', '3548') Truth=[0.67]
T('3814', '4291') Truth=[0.45]
T('3678', '3667') Truth=[0.67]
T('3678', '3663') Truth=[0.67]
T('410', '2282') Truth=[0]
T('3362', '383') Truth=[0.59]
T('4175', '4245') Truth=[0.5]
T('2273', '4086') Truth=[0.41]
T('3678', '3662') Truth=[0.67]
T('4024', '87') Truth=[0]
T('2624', '3003') Truth=[0.43]
T('4024', '89') Truth=[0]
T('1908', '4175') Truth=[0.73]
T('1357', '530') Truth=[0.67]
T('3677', '3670') Truth=[0.67]
T('527', '3108') Truth=[0.67]
T('4625', '1190') Truth=[0.53]
T('327', '232') Truth=[0]
T('4957', '2927') Truth=[0.67]
T('4043', '4039') Truth=[0]
T('1866', '2807') Truth=[0.44]
T('140', '4533') Truth=[0.54]
T('1702', '3488') Truth=[0.38]
T('4024', '69') Truth=[0]
T('825', '4412') Truth=[0.54]
T('1143', '1245') Truth=[0.57]
T('2173', '403') Truth=[0.18]
T('2229', '1545') Truth=[0.14]
T('4976', '596') Truth=[0.67]
T('2173', '405') Truth=[0.18]
T('1702', '872') Truth=[0.67]
T('2484', '2408') Truth=[0.2]
T('2897', '1519') Truth=[0.58]
T('2591', '4673') Truth=[0.24]
T('2897', '1517') Truth=[0.58]
T('1393', '3523') Truth=[0]
T('1899', '2442') Truth=[0.28]
T('4590', '4584') Truth=[0]
T('1492', '609') Truth=[0.58]
T('3030', '4622') Truth=[0.67]
T('749', '3124') Truth=[0.43]
T('1644', '3246') Truth=[0.06]
T('4936', '4935') Truth=[0]
T('3491', '3166') Truth=[0.45]
T('1645', '620') Truth=[0.05]
T('1357', '3108') Truth=[0.59]
T('86', '2882') Truth=[0]
T('2711', '261') Truth=[0.29]
T('69', '2204') Truth=[0.32]
T('3419', '1479') Truth=[0]
T('4068', '1579') Truth=[0]
T('3419', '1476') Truth=[0]
T('527', '1357') Truth=[0.45]
T('4001', '1430') Truth=[0.21]
T('68', '2204') Truth=[0.25]
T('306', '1327') Truth=[0.42]
T('2633', '2444') Truth=[0]
T('1237', '2355') Truth=[0.67]
T('1644', '620') Truth=[0.07]
T('4412', '4923') Truth=[0.48]
T('2390', '477') Truth=[0.24]
T('1643', '3246') Truth=[0.16]
T('4231', '1380') Truth=[0.24]
T('3030', '4626') Truth=[0.67]
T('1587', '4361') Truth=[0.16]
T('2633', '3742') Truth=[0]
T('4976', '542') Truth=[0.29]
T('2018', '3155') Truth=[0]
T('3422', '1380') Truth=[0.16]
T('1496', '1495') Truth=[0.67]
T('4865', '977') Truth=[0.14]
T('631', '4046') Truth=[0]
T('1368', '1256') Truth=[0.26]
T('4399', '4245') Truth=[0.34]
T('1368', '1254') Truth=[0.26]
T('1368', '1252') Truth=[0.67]
T('1908', '4164') Truth=[0.54]
T('4046', '2250') Truth=[0]
T('3559', '1521') Truth=[0.67]
T('103', '210') Truth=[0.32]
T('1368', '1249') Truth=[0.67]
T('4231', '1350') Truth=[0.67]
T('1413', '3326') Truth=[0.67]
T('1645', '3246') Truth=[0.05]
T('4350', '3442') Truth=[0.59]
T('4245', '3817') Truth=[0.48]
T('1368', '1245') Truth=[0.32]
T('1789', '1545') Truth=[0.14]
T('1908', '221') Truth=[0.38]
T('116', '2250') Truth=[0]
T('4546', '4988') Truth=[0.27]
T('1949', '3019') Truth=[0.32]
T('2753', '440') Truth=[0.56]
T('500', '3048') Truth=[0.38]
T('3645', '3808') Truth=[0]
T('1954', '4245') Truth=[0.22]
T('478', '1579') Truth=[0.57]
T('3', '4136') Truth=[0.37]
T('3032', '542') Truth=[0.37]
T('2171', '257') Truth=[0.67]
T('2781', '2236') Truth=[0]
T('4923', '102') Truth=[0.67]
T('3111', '1313') Truth=[0.3]
T('1491', '495') Truth=[0]
T('811', '2460') Truth=[0.23]
T('631', '623') Truth=[0.38]
T('1000', '147') Truth=[0.56]
T('2932', '977') Truth=[0.07]
T('1000', '145') Truth=[0.56]
T('410', '4504') Truth=[0]
T('4175', '4081') Truth=[0.29]
T('410', '4506') Truth=[0]
T('3118', '498') Truth=[0.67]
T('825', '4923') Truth=[0.48]
T('2664', '1430') Truth=[0.04]
T('4231', '336') Truth=[0.21]
T('17', '1198') Truth=[0.06]
T('4399', '1853') Truth=[0.33]
T('1367', '243') Truth=[0.19]
T('4320', '4936') Truth=[0.47]
T('4320', '4935') Truth=[0]
T('145', '1906') Truth=[0.67]
T('2599', '1388') Truth=[0.23]
T('2753', '457') Truth=[0.56]
T('1964', '2396') Truth=[0.67]
T('2229', '1395') Truth=[0.22]
T('1140', '4144') Truth=[0.67]
T('2671', '2654') Truth=[0.67]
T('2229', '1391') Truth=[0.29]
T('3161', '4667') Truth=[0.67]
T('2855', '4051') Truth=[0.59]
T('1496', '4347') Truth=[0]
T('2855', '4052') Truth=[0]
T('1783', '4488') Truth=[0.47]
T('485', '1410') Truth=[0.57]
T('3385', '3389') Truth=[0.67]
T('3422', '336') Truth=[0.15]
T('4418', '4710') Truth=[0.67]
T('3865', '3864') Truth=[0]
T('3417', '435') Truth=[0.67]
T('4267', '1648') Truth=[0.42]
T('4141', '2677') Truth=[0.59]
T('1271', '1266') Truth=[0.67]
T('3384', '3397') Truth=[0.67]
T('2932', '4893') Truth=[0.24]
T('3950', '1901') Truth=[0]
T('4249', '2308') Truth=[0.58]
T('2584', '655') Truth=[0.47]
T('2855', '4053') Truth=[0.67]
T('2932', '4892') Truth=[0.21]
T('726', '495') Truth=[0]
T('3740', '3565') Truth=[0.67]
T('3614', '3304') Truth=[0.38]
T('500', '3019') Truth=[0.55]
T('3111', '3930') Truth=[0.3]
T('3200', '4202') Truth=[0.45]
T('1066', '1901') Truth=[0.67]
T('1368', '2396') Truth=[0.26]
T('4467', '4120') Truth=[0.56]
T('3803', '1989') Truth=[0.67]
T('731', '53') Truth=[0.67]
T('2440', '2709') Truth=[0.67]
T('4267', '1639') Truth=[0.42]
T('2671', '2633') Truth=[0.67]
T('2900', '477') Truth=[0.62]
T('3385', '3390') Truth=[0.67]
T('3385', '3391') Truth=[0.67]
T('86', '69') Truth=[0]
T('2900', '471') Truth=[0.62]
T('3385', '3397') Truth=[0.67]
T('4399', '4081') Truth=[0.21]
T('1899', '4001') Truth=[0.4]
T('1139', '1140') Truth=[0.67]
T('2533', '2527') Truth=[0]
T('1139', '1141') Truth=[0]
T('1899', '4000') Truth=[0.22]
T('2271', '2926') Truth=[0.59]
T('2633', '2250') Truth=[0]
T('602', '4066') Truth=[0]
T('3647', '4297') Truth=[0.44]
T('568', '4479') Truth=[0.67]
T('625', '4673') Truth=[0.16]
T('3864', '3858') Truth=[0.67]
T('2932', '4875') Truth=[0.24]
T('2932', '4878') Truth=[0.24]
T('2932', '4872') Truth=[0.24]
T('2932', '4871') Truth=[0.24]
T('2932', '3543') Truth=[0.1]
T('2932', '4873') Truth=[0.24]
T('2390', '1983') Truth=[0.67]
T('2671', '3936') Truth=[0.24]
T('4150', '2501') Truth=[0]
T('3111', '3915') Truth=[0.3]
T('4546', '1884') Truth=[0.41]
T('3384', '3390') Truth=[0.67]
